Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,TotalPorchSF,TotalOutdoorSF,TotalBsmtFinSF,QualCondScore,LivingArea_to_LotArea,BasementRatio,GarageArea_to_LivArea,Bedroom_to_TotalRooms,HouseAge,YearsSinceRemodel,GarageAge,IsNewHouse,HasSecondFloor,HasBasement,HasGarage,HasFireplace,HasPool,HasPorch,HasDeck,IsRemodeled,Quality_x_Area,Qual_x_Cond,Quality_x_TotalSF,Bathrooms_x_Bedrooms,OverallQual_Squared,GrLivArea_Squared
1307,120,RL,48.0,6955,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,0,9,2006,New,Partial,202500,2736,2.0,35,167,0,12,0.19669302659956867,0.5,0.34649122807017546,0.3333333333333333,1,0,1,1,0,1,1,1,0,1,1,1,9576,35,19152,4.0,49,1871424
1308,20,RL,60.0,8072,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,0,5,2009,WD,Normal,138000,1980,2.0,64,64,746,10,0.12264618434093162,0.5,0.48484848484848486,0.6,15,14,9,0,0,1,1,0,0,1,0,1,4950,25,9900,6.0,25,980100
1309,20,RM,100.0,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,0,5,2008,WD,Normal,147000,2046,2.0,36,36,752,12,0.0935,0.45161290322580644,0.47058823529411764,0.3333333333333333,60,3,60,0,0,1,1,0,0,1,0,1,5610,35,10230,4.0,25,1258884
1310,20,RL,66.5,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,0,6,2008,WD,Normal,179200,2572,3.0,51,163,1200,11,0.18090311757304628,0.4968895800933126,0.38330757341576505,0.5,17,17,17,0,0,1,1,0,0,1,1,0,7764,30,15432,9.0,36,1674436
1311,20,RL,100.0,17500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,0,5,2010,WD,Normal,335000,3804,3.0,369,369,1406,15,0.10868571428571429,0.5,0.2981072555205047,0.42857142857142855,51,8,51,0,0,1,1,1,0,1,0,1,13314,56,26628,9.0,49,3617604
1312,20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,0,1,2007,New,Partial,203000,2548,3.0,98,362,925,12,0.14454277286135694,0.5,0.3987441130298273,0.5,2,0,2,1,0,1,1,0,0,1,1,1,8918,35,17836,9.0,49,1623076
1313,60,RL,91.0,9572,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,0,6,2007,WD,Normal,302000,4263,2.5,0,500,482,13,0.29356456330965314,0.34083978418953786,0.2669039145907473,0.4444444444444444,17,17,17,0,1,1,1,1,0,0,1,0,22480,40,34104,10.0,64,7896100
1314,60,RL,108.0,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,0,5,2010,WD,Normal,333168,3992,2.5,30,698,0,14,0.17591715175307973,0.34894789579158314,0.299730665640631,0.4,11,11,11,0,1,1,1,1,0,1,1,0,23391,45,35928,10.0,81,6754801
1315,20,RL,60.0,8190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,0,10,2007,WD,Normal,119000,1896,2.0,36,36,732,10,0.11575091575091576,0.5,0.29535864978902954,0.6,53,53,51,0,0,1,1,1,0,1,0,0,3792,24,7584,6.0,16,898704
1316,60,RL,85.0,11075,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,0,6,2008,WD,Normal,206900,3064,2.5,0,280,776,11,0.1906997742663657,0.31070496083550914,0.2727272727272727,0.4444444444444444,39,39,39,0,1,1,1,1,0,0,1,0,12672,30,18384,10.0,36,4460544
1317,20,RL,61.0,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,0,1,2009,WD,Normal,295493,3252,3.0,42,214,0,13,0.15939761392528848,0.498769987699877,0.5276073619631901,0.375,1,1,1,1,0,1,1,1,0,1,1,0,13040,40,26016,9.0,64,2656900
1318,120,FV,47.0,4230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,0,4,2007,New,Partial,208900,2704,2.0,241,241,0,12,0.31962174940898347,0.5,0.34467455621301774,0.4,1,0,1,1,0,1,1,1,0,1,0,1,9464,35,18928,4.0,49,1827904
1319,20,RL,70.0,14781,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,0,8,2006,WD,Normal,275000,3540,2.0,150,348,0,13,0.12089845071375414,0.49519774011299433,0.41857862339115837,0.42857142857142855,5,4,5,1,0,1,1,1,0,1,1,1,14296,40,28320,6.0,64,3193369
1320,20,RL,75.0,10215,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,0,2,2007,WD,Normal,111000,1812,1.0,0,0,492,9,0.09280469897209985,0.4768211920529801,0.2616033755274262,0.6,53,53,53,0,0,1,1,0,0,0,0,0,3792,20,7248,3.0,16,898704
1321,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,0,6,2009,WD,Normal,156500,2956,2.5,216,330,850,9,0.17595238095238094,0.5,0.29905277401894453,0.5,52,52,52,0,0,1,1,1,0,1,1,0,8868,18,17736,7.5,36,2184484
1322,20,RL,52.0,6627,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,Floor,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,72500,720,1.0,0,0,0,9,0.1086464463558171,0.0,0.39861111111111114,0.5,59,58,53,0,0,0,1,0,0,0,0,1,2160,18,2160,2.0,9,518400
1323,60,RL,107.0,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,0,6,2010,WD,Normal,190000,2673,3.5,39,279,674,12,0.1887885332809739,0.28058361391694725,0.29329173166926675,0.375,18,18,18,0,1,1,1,1,0,1,1,0,13461,35,18711,10.5,49,3697929
1324,30,RL,50.0,5330,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,,,0.0,,0,0,,,Y,164,0,0,0,0,0,0,12,2009,WD,Normal,82500,1128,1.0,0,164,280,11,0.13283302063789867,0.3723404255319149,0.0,0.4,69,59,0,0,0,1,0,0,0,0,1,1,2832,28,4512,2.0,16,501264
1325,20,RL,75.0,9986,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,0,2,2007,New,Partial,147000,3590,2.0,49,49,0,13,0.17975165231323853,0.5,0.4986072423398329,0.2857142857142857,1,0,0,1,0,1,1,1,0,1,0,1,14360,40,28720,4.0,64,3222025
1326,30,RM,40.0,3636,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,796,0,0,796,0,0,1,0,2,1,TA,5,Typ,0,,,0.0,,0,0,,,N,0,0,100,0,0,0,0,1,2008,WD,Normal,55000,1592,1.0,100,100,0,8,0.21892189218921893,0.5,0.0,0.4,86,58,0,0,0,1,0,0,0,1,0,1,3184,16,6368,2.0,16,633616
1327,30,RH,70.0,4270,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,,,0.0,,0,0,,,Y,0,0,286,0,0,0,0,5,2007,WD,Normal,79000,1318,1.0,286,286,544,9,0.1812646370023419,0.41274658573596357,0.0,0.5,76,1,0,0,0,1,0,0,0,1,0,1,2322,18,3954,3.0,9,599076
1328,20,RL,60.0,6600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,0,10,2008,WD,Normal,130500,1632,1.5,0,0,641,14,0.12363636363636364,0.5,0.3235294117647059,0.6,26,0,26,0,0,1,1,1,0,0,0,1,4080,45,8160,4.5,25,665856
1329,50,RM,60.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,1150,6,2008,WD,Normal,256000,4302,2.0,1027,1027,493,13,0.2674329501915709,0.3509995350999535,0.18624641833810887,0.625,88,58,88,0,1,1,1,1,0,1,0,1,16752,42,25812,10.0,36,7795264
1330,60,RL,63.0,9084,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,0,6,2006,WD,Normal,176500,2567,2.5,28,28,0,12,0.17965653896961692,0.36423841059602646,0.28308823529411764,0.375,8,8,8,0,1,1,1,1,0,1,0,0,11424,35,17969,7.5,49,2663424
1331,20,RL,85.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,0,12,2007,WD,Normal,227000,3176,2.0,45,189,0,13,0.1588,0.5,0.5195214105793451,0.42857142857142855,1,1,1,1,0,1,1,1,0,1,1,0,12704,40,25408,6.0,64,2521744
1332,80,RL,55.0,10780,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,132500,1865,1.0,0,0,483,10,0.08849721706864563,0.48847184986595177,0.6037735849056604,0.5,30,30,30,0,0,1,1,0,0,0,0,0,4770,25,9325,3.0,25,910116
1333,20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,0,5,2009,WD,Normal,100000,1632,2.0,0,0,690,10,0.0919229469415343,0.5,0.35294117647058826,0.6666666666666666,71,51,51,0,0,1,1,1,0,0,0,1,3264,24,6528,4.0,16,665856
1334,50,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,0,7,2006,WD,Normal,125500,2163,1.5,255,255,0,11,0.18888888888888888,0.37124364308830327,0.21838235294117647,0.3333333333333333,68,11,55,0,1,1,1,0,0,1,0,1,6800,30,10815,3.0,25,1849600
1335,160,RM,24.0,2368,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,0,5,2009,WD,Normal,125000,2130,1.5,36,36,765,11,0.5764358108108109,0.3591549295774648,0.32234432234432236,0.42857142857142855,39,39,39,0,1,1,1,0,0,1,0,0,6825,30,10650,4.5,25,1863225
1336,20,RL,80.0,9650,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,0,4,2009,WD,Normal,167900,2684,2.5,16,16,686,11,0.1382383419689119,0.5029806259314457,0.47226386806596704,0.3333333333333333,32,32,32,0,0,1,1,1,0,1,0,0,8004,30,16104,5.0,36,1779556
1337,90,RL,87.0,9246,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,TA,8,Typ,0,,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,0,11,2008,WD,Normal,135000,3312,2.0,211,211,0,10,0.1791044776119403,0.5,0.3055555555555556,0.5,35,35,35,0,0,1,1,0,0,1,0,0,8280,25,16560,8.0,25,2742336
1338,30,RM,153.0,4118,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,N,FuseA,693,0,0,693,0,0,1,0,2,1,Fa,4,Typ,0,,,0.0,,0,0,,,N,0,20,0,0,0,0,0,3,2006,WD,Normal,52500,1386,1.0,20,20,0,8,0.1682855755220981,0.5,0.0,0.5,65,56,0,0,0,1,0,0,0,1,0,1,2772,16,5544,2.0,16,480249
1339,60,RL,95.0,13450,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,0,6,2006,WD,Normal,200000,2777,3.5,91,237,700,12,0.138364312267658,0.3298523586604249,0.2643739924771628,0.375,4,4,4,1,1,1,1,0,0,1,1,0,13027,35,19439,10.5,49,3463321
1340,20,RL,120.0,9560,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,128500,1728,1.0,0,0,360,12,0.09037656903765691,0.5,0.3333333333333333,0.6,34,34,34,0,0,1,1,0,0,0,0,0,4320,35,8640,3.0,25,746496
1341,20,RL,70.0,8294,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,858,858,GasA,TA,Y,SBrkr,872,0,0,872,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1974.0,Unf,4,480,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,123000,1730,1.0,0,0,0,9,0.10513624306727755,0.4959537572254335,0.5504587155963303,0.6,36,36,33,0,0,1,1,0,0,0,0,0,3488,20,6920,3.0,16,760384
1342,20,RL,66.0,13695,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,0,300,1114,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,78,0,0,0,0,0,7,2008,WD,Normal,155000,2228,2.0,78,78,814,11,0.08134355604235122,0.5,0.5170556552962298,0.5,5,4,4,1,0,1,1,0,0,1,0,1,6684,30,13368,6.0,36,1240996
1343,60,RL,70.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1284,1284,GasA,Ex,Y,SBrkr,1284,885,0,2169,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,192,87,0,0,0,0,0,8,2007,WD,Normal,228500,3453,2.5,87,279,0,13,0.23136,0.37185056472632494,0.2982941447671738,0.42857142857142855,5,5,5,1,1,1,1,1,0,1,1,0,17352,40,27624,7.5,64,4704561
1344,50,RL,57.0,7558,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,SBrkr,1172,741,0,1913,0,0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,177000,2809,1.5,0,0,0,12,0.25310928817147393,0.3189747241011036,0.17877679038159958,0.3333333333333333,81,59,80,0,1,1,1,1,0,0,0,1,11478,36,16854,4.5,36,3659569
1345,60,RL,85.0,11103,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,0,7,2007,New,Partial,155835,2184,2.5,0,0,0,12,0.13113572908223003,0.3333333333333333,0.3021978021978022,0.375,1,1,1,1,1,1,1,1,0,0,0,0,10192,35,15288,7.5,49,2119936
